ChosenID,Basin,WellName,County,LeaseName,bundle,Parent_Child_Cluster_Labels,LeaseNumber,Field,RES_CAT,Landing_Zone,PerfLateralLength,FirstProdDate,Comp_Dt,HoleDirection,SurfaceLatitude,SurfaceLongitude,BH_Lat,BH_Long,mid_lat,mid_long,First_Prod_Year,First_Prod_Month
4238932296,DB,WOODS STATE 18 1,REEVES,WOODS STATE 18,319,0,08-227593-G,ROJO CABALLOS SOUTH,01PDP,DEVONIAN,3400,1/1/2005,3/30/2005,H,31.14472339,-103.3657486,31.15351053,-103.3695313,31.14911696,-103.36764,2005,1
4238932297,DB,RAPE 13 2H,REEVES,RAPE 13,320,2,08-209083-G,WAHA WEST,01PDP,DEVONIAN,4030,10/1/2004,10/10/2004,H,31.30078675,-103.1548163,31.30113772,-103.1677401,31.30096223,-103.1612782,2004,10
4238932525,DB,WORSHAM 6-18 1H,REEVES,WORSHAM 6-18,321,1,08-039429-O,PHANTOM,02PDNP,3RD BS,2253,11/1/2008,11/25/2008,H,31.40252523,-103.2941144,31.39758273,-103.2984512,31.40005398,-103.2962828,2008,11
4238934823,DB,WHISKEY RIVER 0927-7 2H,REEVES,WHISKEY RIVER 0927-7,322,2,08-050156-O,PHANTOM,01PDP,WCA,10552,9/1/2015,10/1/2015,H,31.3611688,-103.1094891,31.33246962,-103.1137117,31.34681921,-103.1116004,2015,9
4238934830,DB,ZEBRA STATE 10 17H,REEVES,ZEBRA STATE 10,323,2,08-042643-O,WOLFBONE,01PDP,WCA,4925,11/1/2015,11/14/2015,H,31.27403901,-103.309752,31.28750808,-103.3087057,31.28077355,-103.3092289,2015,11
4238934912,DB,CILANTRO 2524-C3 1H,REEVES,CILANTRO 2524-C3,324,2,08-047643-O,PHANTOM,01PDP,WCA,8935,11/1/2015,11/27/2015,H,31.34400166,-103.0805656,31.3195113,-103.080905,31.33175648,-103.0807353,2015,11
4238934992,DB,REEVES TXL FEE T7-50-9 2H,REEVES,REEVES TXL FEE T7-50-9,325,2,08-045209-O,WOLFBONE,01PDP,WCA,5705,10/1/2016,11/11/2016,H,31.28899741,-103.3347095,31.2733818,-103.3356755,31.2811896,-103.3351925,2016,10
4238935000,DB,LENOX 2 14H,REEVES,LENOX 2,326,0,08-043519-O,WOLFBONE,01PDP,WCA,4911,2/1/2016,2/26/2016,H,31.3186432,-103.37157,31.33194018,-103.3691063,31.32529169,-103.3703382,2016,2
4238935045,DB,HASTA LA VISTA UNIT 802H,REEVES,HASTA LA VISTA UNIT,327,0,08-047507-O,WOLFBONE,01PDP,WCA,5107,2/1/2016,4/1/2016,H,31.27294664,-103.4450859,31.28694491,-103.4451537,31.27994577,-103.4451198,2016,2
4238935054,DB,SKY KING 47 4H,REEVES,SKY KING 47,328,1,08-042376-O,WOLFBONE,01PDP,WCA,4905,12/1/2016,12/13/2016,H,31.36825689,-103.5820432,31.35506246,-103.5850606,31.36165967,-103.5835519,2016,12
4238935072,DB,TYCOON E 1053H,REEVES,TYCOON E,115,2,08-047012-O,WOLFBONE,01PDP,3RD BS,11372,11/1/2016,11/29/2016,H,31.38438598,-103.372706,31.41488806,-103.3651752,31.39963702,-103.3689406,2016,11
